id	symbol	chr	strand	nprots	ntrans	SV	WT	WT_prots	SV_prots	min_skipped_exon	max_skipped_exon	min_skipped_bases	max_skipped_bases
ENSG00000135740	SLC9A5	16	+	5	5	67293850:67298255	67293850:67296116|67296193:67298255	ENSP00000353311	ENSP00000299798	1	1	77	77	
ENSG00000135740	SLC9A5	16	+	5	5	67283105:67288924	67286748:67288924|67283105:67286445	ENSP00000299798|ENSP00000455089	ENSP00000455043	1	1	303	303	
ENSG00000065621	GSTO2	10	+	6	6	106037875:106057336	106037875:106039128|106039230:106057336	ENSP00000358722|ENSP00000345023|ENSP00000358721	ENSP00000390986	1	1	102	102	
ENSG00000065621	GSTO2	10	+	6	6	106037875:106058886	106037875:106039128|106037875:106057336|106039230:106057336|106057443:106058886	ENSP00000358722|ENSP00000345023|ENSP00000390986|ENSP00000358721	ENSP00000407381	1	2	107	209	
ENSG00000162929	KIAA1841	2	+	6	6	61298928:61304055	61298928:61300593|61300687:61304055	ENSP00000385579|ENSP00000349154|ENSP00000295031|ENSP00000416795	ENSP00000413200	1	1	94	94	
ENSG00000204231	RXRB	6	-	5	5	33166242:33168019	33166242:33166946|33167194:33168019	ENSP00000363817|ENSP00000363812	ENSP00000431369|ENSP00000415561	1	1	248	248	
ENSG00000107831	FGF8	10	-	4	4	103534637:103535497	103534637:103534887|103534974:103535497	ENSP00000340039	ENSP00000344306	1	1	87	87	
ENSG00000107831	FGF8	10	-	4	4	103534670:103535497	103534670:103534887|103534974:103535497	ENSP00000321797	ENSP00000321945	1	1	87	87	
ENSG00000164048	ZNF589	3	+	7	7	48302430:48327736	48309651:48327736|48302430:48309408	ENSP00000408719	ENSP00000392719	1	1	243	243	
ENSG00000119720	C14orf102	14	-	5	5	90767717:90769064	90768148:90769064|90767717:90768118	ENSP00000452071	ENSP00000346335|ENSP00000350579	1	1	30	30	
ENSG00000119720	C14orf102	14	-	5	5	90767717:90770279	90767717:90769064|90769470:90770279	ENSP00000346335|ENSP00000350579	ENSP00000452107	1	1	406	406	
ENSG00000119720	C14orf102	14	-	5	5	90778888:90798185	90784458:90798185|90778888:90782922|90783156:90784349	ENSP00000346335	ENSP00000451025	2	2	343	343	
ENSG00000171453	POLR1C	6	+	7	7	43488166:43488670	43488166:43488363|43488513:43488670	ENSP00000361465|ENSP00000307212	ENSP00000361448|ENSP00000361419	1	1	150	150	
ENSG00000171453	POLR1C	6	+	7	7	43487577:43488013	43487577:43487804|43487924:43488013	ENSP00000395401|ENSP00000361465|ENSP00000361448|ENSP00000361419|ENSP00000307212	ENSP00000409536	1	1	120	120	
ENSG00000197568	HHLA3	1	+	7	7	70820892:70832127	70832012:70832127|70820892:70832010	ENSP00000395155	ENSP00000352938|ENSP00000431678	1	1	2	2	
ENSG00000021300	PLEKHB1	11	+	18	18	73364060:73371798	73366953:73371798|73364060:73366848|73364060:73364415|73364507:73371798	ENSP00000346127|ENSP00000381507|ENSP00000445990|ENSP00000439714|ENSP00000440102	ENSP00000381505|ENSP00000227214|ENSP00000441224|ENSP00000438809|ENSP00000445807|ENSP00000444453|ENSP00000442136|ENSP00000442616|ENSP00000441558	1	1	92	105	
ENSG00000021300	PLEKHB1	11	+	18	18	73360133:73362833	73360133:73361598|73360133:73361577|73361751:73362833	ENSP00000346127|ENSP00000381505|ENSP00000227214|ENSP00000381507|ENSP00000443899|ENSP00000445990|ENSP00000439714|ENSP00000438809|ENSP00000445807|ENSP00000440076|ENSP00000439984|ENSP00000444453|ENSP00000442136|ENSP00000442616|ENSP00000440102|ENSP00000441558	ENSP00000441224	1	1	153	174	
ENSG00000248751	RP1-130H16.18	22	-	5	5	30684766:30689640	30684766:30688762|30688841:30689640	ENSP00000331267	ENSP00000415854	1	1	79	79	
ENSG00000248751	RP1-130H16.18	22	-	5	5	30683550:30689640	30683550:30688762|30688841:30689640	ENSP00000401535	ENSP00000400319|ENSP00000406516	1	1	79	79	
ENSG00000229215	HLA-A	HSCHR6_MHC_APD	+	6	6	29848665:29849718	29848884:29849326|29848902:29849326|29848665:29849326|29848665:29848767|29849549:29849718|29849359:29849501	ENSP00000406366|ENSP00000398188|ENSP00000447614|ENSP00000449453	ENSP00000394889	2	3	81	216	
ENSG00000229215	HLA-A	HSCHR6_MHC_APD	+	6	6	29848665:29849326	29848884:29849326|29848902:29849326|29848665:29848767	ENSP00000406366|ENSP00000398188|ENSP00000447614	ENSP00000449453	1	1	117	135	
ENSG00000132793	LPIN3	20	+	3	3	39981508:39983460	39983378:39983460|39981508:39983285	ENSP00000362354	ENSP00000362356|ENSP00000398092	1	1	93	93	
ENSG00000183530	PRR14L	22	-	7	7	32084214:32099536	32084214:32097642|32097749:32099536	ENSP00000332169|ENSP00000380630|ENSP00000331845|ENSP00000399381	ENSP00000388314|ENSP00000389527	1	1	107	107	
ENSG00000091656	ZFHX4	8	+	12	12	77690676:77745574	77690676:77694379|77694455:77745574	ENSP00000430375	ENSP00000430497|ENSP00000382394|ENSP00000399605|ENSP00000050961|ENSP00000430848|ENSP00000431101	1	1	76	76	
ENSG00000136485	DCAF7	17	+	3	3	61628177:61662573	61657305:61660863|61660890:61660891|61628177:61655831|61655990:61656698|61656810:61657186|61661074:61662573	ENSP00000308344	ENSP00000403920	5	5	600	600	
ENSG00000115380	EFEMP1	2	-	12	12	56102201:56108747	56105001:56108747|56103878:56104881|56102201:56103758	ENSP00000378058|ENSP00000378057|ENSP00000384951|ENSP00000347596	ENSP00000399145	2	2	240	240	
ENSG00000134802	SLC43A3	11	-	22	22	57176772:57182088	57177595:57182088|57176772:57177408	ENSP00000378555|ENSP00000378556|ENSP00000337561|ENSP00000436254|ENSP00000434515	ENSP00000433078	1	1	187	187	
ENSG00000167325	RRM1	11	+	9	9	4123312:4127276	4123312:4126836|4126922:4127276	ENSP00000435656	ENSP00000300738|ENSP00000438688	1	1	86	86	
ENSG00000167325	RRM1	11	+	9	9	4123312:4128665	4127454:4128665|4123312:4127276	ENSP00000300738	ENSP00000434069	1	1	178	178	
ENSG00000135540	NHSL1	6	-	5	5	138754818:138768138	138763252:138768138|138754818:138763120	ENSP00000344672	ENSP00000394546|ENSP00000344582	1	1	132	132	
ENSG00000238134	EHMT2	HSCHR6_MHC_MCF	-	6	6	31933001:31933481	31933324:31933481|31933001:31933222	ENSP00000414377|ENSP00000396119|ENSP00000447981	ENSP00000388879|ENSP00000399344	1	1	102	102	
ENSG00000126001	CEP250	20	+	10	10	34061878:34063327	34062678:34063327|34061878:34062619	ENSP00000400200	ENSP00000380661|ENSP00000341541|ENSP00000413827	1	1	59	59	
ENSG00000126001	CEP250	20	+	10	10	34067971:34079038	34067971:34078463|34078631:34079038	ENSP00000380661	ENSP00000341541	1	1	168	168	
ENSG00000126001	CEP250	20	+	10	10	34061878:34064274	34061878:34063327|34062678:34063327|34061878:34062619|34063472:34064274	ENSP00000380661|ENSP00000341541|ENSP00000413827|ENSP00000400200	ENSP00000419137	1	2	145	204	
ENSG00000126001	CEP250	20	+	10	10	34086546:34089672	34086546:34087878|34087999:34089672	ENSP00000380661|ENSP00000341541	ENSP00000394346	1	1	121	121	
ENSG00000126001	CEP250	20	+	10	10	34096020:34099192	34096020:34096772|34096874:34097827|34097884:34099192	ENSP00000380661|ENSP00000341541	ENSP00000395992	2	2	159	159	
ENSG00000145604	SKP2	5	+	9	9	36153145:36177067	36163859:36166621|36170545:36171705|36163859:36177067|36166765:36168415|36168550:36170446|36153145:36163747|36171836:36177067	ENSP00000274254|ENSP00000274255|ENSP00000311080|ENSP00000424234	ENSP00000421941	1	5	112	621	
ENSG00000145604	SKP2	5	+	9	9	36166765:36170446	36166765:36168415|36168550:36170446	ENSP00000274254|ENSP00000274255|ENSP00000311080	ENSP00000423188|ENSP00000443492	1	1	135	135	
ENSG00000145604	SKP2	5	+	9	9	36153145:36166621	36163859:36166621|36153145:36163747	ENSP00000274254|ENSP00000274255|ENSP00000311080|ENSP00000423188	ENSP00000426004|ENSP00000426675	1	1	112	112	
ENSG00000145604	SKP2	5	+	9	9	36163859:36177067	36163859:36166621|36170545:36171705|36166765:36168415|36168550:36170446|36171836:36177067	ENSP00000274254|ENSP00000274255|ENSP00000311080	ENSP00000424234	4	4	509	509	
ENSG00000263151	BCL7B	HG1257_PATCH	-	6	6	73002438:73007972	73002438:73004306|73004477:73007972	ENSP00000459987	ENSP00000459706	1	1	171	171	
ENSG00000263151	BCL7B	HG1257_PATCH	-	6	6	73004477:73016591	73004477:73007972|73008069:73016591	ENSP00000459987	ENSP00000459614	1	1	97	97	
ENSG00000158578	ALAS2	X	-	4	4	55047708:55051151	55047708:55050190|55050301:55051151	ENSP00000332369|ENSP00000407204	ENSP00000379501|ENSP00000337131	1	1	111	111	
ENSG00000162694	EXTL2	1	-	5	5	101343460:101354309	101343460:101343980|101344004:101354309	ENSP00000403363	ENSP00000359132|ENSP00000359131	1	1	24	24	
ENSG00000144712	CAND2	3	+	4	4	12845131:12851558	12849833:12851558|12848960:12849709|12845131:12848805	ENSP00000387641	ENSP00000295989	2	2	279	279	
ENSG00000168995	SIGLEC7	19	+	3	3	51646060:51648169	51646060:51647663|51647942:51648169	ENSP00000323328	ENSP00000306757	1	1	279	279	
ENSG00000168995	SIGLEC7	19	+	3	3	51646060:51650478	51646060:51647663|51646060:51648169|51647942:51648169|51649379:51650011|51650108:51650478|51648217:51649112	ENSP00000323328|ENSP00000306757	ENSP00000437609	3	4	412	691	
ENSG00000117625	RCOR3	1	+	11	11	211433507:211444574	211433507:211441117|211441213:211444574	ENSP00000432779	ENSP00000436057|ENSP00000436838|ENSP00000355973|ENSP00000398558|ENSP00000413929|ENSP00000434605|ENSP00000355972	1	1	96	96	
ENSG00000117625	RCOR3	1	+	11	11	211462739:211469018	211462739:211464866|211464942:211469018	ENSP00000432779	ENSP00000355973|ENSP00000398558|ENSP00000413929|ENSP00000355972|ENSP00000433441|ENSP00000437048|ENSP00000434181	1	1	76	76	
ENSG00000117625	RCOR3	1	+	11	11	211477483:211486766	211477483:211486062|211486178:211486766|211486304:211486766	ENSP00000413929|ENSP00000355972|ENSP00000437048	ENSP00000355973	1	1	116	242	
ENSG00000117625	RCOR3	1	+	11	11	211469096:211486766	211469096:211477425|211477483:211486062|211477483:211486766|211486178:211486766|211486304:211486766	ENSP00000355973|ENSP00000413929|ENSP00000355972|ENSP00000437048	ENSP00000433441	1	2	58	300	
ENSG00000078124	ACER3	11	+	13	13	76572124:76637601	76572124:76579164|76579201:76637601	ENSP00000432109|ENSP00000431504	ENSP00000434480|ENSP00000432379|ENSP00000433368|ENSP00000278544	1	1	37	37	
ENSG00000078124	ACER3	11	+	13	13	76637712:76687333	76637712:76670023|76670076:76687333	ENSP00000435733|ENSP00000434480|ENSP00000440916|ENSP00000435507	ENSP00000433368	1	1	53	53	
ENSG00000078124	ACER3	11	+	13	13	76572124:76670023	76637712:76670023|76572124:76637601	ENSP00000434480	ENSP00000436252	1	1	111	111	
ENSG00000096070	BRPF3	6	+	14	14	36178306:36185694	36178306:36179035|36179338:36181657|36182164:36185694	ENSP00000350267|ENSP00000436504|ENSP00000378073	ENSP00000345419|ENSP00000416842|ENSP00000445352	2	2	810	810	
ENSG00000096070	BRPF3	6	+	14	14	36178306:36193044	36178306:36179035|36179338:36181657|36182164:36185694|36185788:36189945|36190043:36193044|36178306:36185694	ENSP00000350267|ENSP00000345419|ENSP00000445352	ENSP00000434501|ENSP00000387368	2	4	192	1002	
ENSG00000096070	BRPF3	6	+	14	14	36190043:36196679	36193142:36196679|36190043:36193044	ENSP00000350267|ENSP00000345419|ENSP00000445352	ENSP00000436504	1	1	98	98	
ENSG00000096070	BRPF3	6	+	14	14	36185788:36193044	36185788:36189945|36190043:36193044	ENSP00000350267|ENSP00000345419|ENSP00000445352	ENSP00000413022	1	1	98	98	
ENSG00000175161	CADM2	3	+	3	3	86010798:86114755	86028434:86114755|86010798:86028314	ENSP00000384575|ENSP00000384193	ENSP00000373200	1	1	120	120	
ENSG00000175161	CADM2	3	+	3	3	85008820:85851197	85008820:85775672|85775699:85851197	ENSP00000373200	ENSP00000384575	1	1	27	27	
ENSG00000185813	PCYT2	17	-	13	13	79864775:79865430	79864775:79865080|79865134:79865430	ENSP00000442050	ENSP00000439245|ENSP00000331719|ENSP00000459044|ENSP00000461190|ENSP00000460767|ENSP00000458330|ENSP00000458931	1	1	54	54	
ENSG00000185813	PCYT2	17	-	13	13	79863031:79863546	79863031:79863258|79863324:79863546	ENSP00000439245|ENSP00000331719|ENSP00000442050|ENSP00000461190|ENSP00000460767|ENSP00000458330|ENSP00000458931	ENSP00000459044	1	1	66	66	
ENSG00000185813	PCYT2	17	-	13	13	79863612:79864340	79863612:79863976|79864054:79864340	ENSP00000439245|ENSP00000331719|ENSP00000442050|ENSP00000459044|ENSP00000461190|ENSP00000458330|ENSP00000458931|ENSP00000459836	ENSP00000460767	1	1	78	78	
ENSG00000185813	PCYT2	17	-	13	13	79866511:79867390	79866511:79866752|79866914:79867390	ENSP00000439245|ENSP00000442050|ENSP00000459044|ENSP00000461190|ENSP00000459836	ENSP00000458931	1	1	162	162	
ENSG00000185813	PCYT2	17	-	13	13	79864775:79865649	79864775:79865080|79865134:79865430|79864775:79865430|79865475:79865649	ENSP00000439245|ENSP00000331719|ENSP00000442050|ENSP00000459044|ENSP00000461190|ENSP00000460767|ENSP00000458330|ENSP00000458931	ENSP00000459836	1	2	45	99	
ENSG00000173482	PTPRM	18	+	4	4	8247918:8253225	8248175:8248336|8248351:8253225|8247918:8248148	ENSP00000382933	ENSP00000331418|ENSP00000382927|ENSP00000387608	2	2	42	42	
ENSG00000167302	C17orf56	17	-	6	6	79205822:79207232	79205822:79206115|79206319:79207232	ENSP00000363901	ENSP00000300714	1	1	204	204	
ENSG00000157927	RADIL	7	-	7	7	4856983:4871772	4856983:4862025|4862186:4871772	ENSP00000382492|ENSP00000437686|ENSP00000320946|ENSP00000442966	ENSP00000442533	1	1	161	161	
ENSG00000008130	NADK	1	-	6	6	1688750:1693391	1691342:1693391|1688750:1690540|1690683:1691173	ENSP00000367890|ENSP00000340925	ENSP00000341679|ENSP00000344340	2	2	312	312	
ENSG00000108599	AKAP10	17	-	5	5	19827831:19839599	19835292:19839599|19827831:19835118	ENSP00000225737	ENSP00000378907	1	1	174	174	
ENSG00000104660	LEPROTL1	8	+	8	8	29962003:29994788	29990006:29994788|29962003:29989891	ENSP00000412803	ENSP00000428281	1	1	115	115	
ENSG00000172936	MYD88	3	+	8	8	38180520:38181879	38180520:38181355|38181444:38181469|38181490:38181879	ENSP00000379625|ENSP00000401399|ENSP00000409901|ENSP00000391753|ENSP00000392152	ENSP00000389979	1	2	110	135	
ENSG00000172936	MYD88	3	+	8	8	38180520:38182248	38180520:38181355|38182084:38182248|38181490:38182248|38180520:38181879|38182060:38182248|38181490:38181879	ENSP00000379625|ENSP00000401399|ENSP00000389979|ENSP00000390565|ENSP00000391753|ENSP00000392152	ENSP00000417848	1	2	135	340	
ENSG00000172936	MYD88	3	+	8	8	38181490:38182248	38182084:38182248|38182060:38182248|38181490:38181879	ENSP00000379625|ENSP00000401399|ENSP00000391753|ENSP00000392152	ENSP00000390565	1	1	181	205	
ENSG00000108433	GOSR2	17	+	9	9	45009566:45015965	45012536:45015965|45009566:45012395	ENSP00000390577|ENSP00000377101|ENSP00000225567|ENSP00000458154	ENSP00000461673|ENSP00000460760	1	1	141	141	
ENSG00000151651	ADAM8	10	-	5	5	135087740:135088988	135087740:135088300|135088495:135088988	ENSP00000453735	ENSP00000453302|ENSP00000453855	1	1	195	195	
ENSG00000151651	ADAM8	10	-	5	5	135076738:135080856	135076738:135077192|135077270:135080856	ENSP00000453302	ENSP00000453043	1	1	78	78	
ENSG00000151651	ADAM8	10	-	5	5	135083034:135083864	135083034:135083401|135083479:135083864	ENSP00000453302|ENSP00000453855	ENSP00000453043	1	1	78	78	
ENSG00000151651	ADAM8	10	-	5	5	135087740:135090276	135089092:135090276|135087740:135088300|135087740:135088988|135088495:135088988	ENSP00000453302|ENSP00000453855|ENSP00000453735	ENSP00000453043|ENSP00000452994	1	2	104	299	
ENSG00000018236	CNTN1	12	+	11	11	41302296:41312441	41302296:41303875|41303908:41312441	ENSP00000448004|ENSP00000450412|ENSP00000447006|ENSP00000447862|ENSP00000447860|ENSP00000448653|ENSP00000449706|ENSP00000325660|ENSP00000353213	ENSP00000261160	1	1	33	33	
ENSG00000072182	ASIC4	2	+	2	2	220397200:220399893	220397200:220397605|220397662:220399893	ENSP00000350786	ENSP00000326627	1	1	57	57	
ENSG00000263108	LILRB4	HSCHR19LRC_COX1_CTG1	+	7	7	55102040:55103163	55103084:55103163|55102040:55102928|55102040:55102925	ENSP00000461783|ENSP00000458736|ENSP00000459008|ENSP00000460747	ENSP00000460200	1	1	156	159	
ENSG00000168000	BSCL2	11	-	20	20	62458614:62459848	62458614:62458752|62458894:62459848	ENSP00000385332|ENSP00000414002|ENSP00000354032|ENSP00000385561|ENSP00000384080|ENSP00000413209	ENSP00000278893	1	1	142	142	
ENSG00000168000	BSCL2	11	-	20	20	62462184:62474581	62470022:62474581|62462184:62469940|62470022:62472773|62473090:62474581	ENSP00000385332|ENSP00000414002|ENSP00000354032|ENSP00000301781|ENSP00000433888|ENSP00000437044	ENSP00000436026	1	2	82	399	
ENSG00000168000	BSCL2	11	-	20	20	62470022:62474581	62470022:62472773|62473090:62474581	ENSP00000385332|ENSP00000414002|ENSP00000354032|ENSP00000301781|ENSP00000433888	ENSP00000437044	1	1	317	317	
ENSG00000189050	RNFT1	17	-	5	5	58035806:58039901	58035806:58037429|58037530:58039901	ENSP00000304670	ENSP00000436144	1	1	101	101	
ENSG00000189050	RNFT1	17	-	5	5	58035806:58040188	58035806:58037429|58037530:58039901|58035806:58039901|58039978:58040188	ENSP00000304670|ENSP00000436144	ENSP00000436533|ENSP00000389049	1	2	77	178	
ENSG00000106013	ANKRD7	7	+	5	5	117865064:117874485	117865064:117867986|117868046:117874485	ENSP00000349612|ENSP00000417353	ENSP00000265224|ENSP00000395595|ENSP00000388473	1	1	60	60	
ENSG00000116748	AMPD1	1	-	4	4	115231363:115238071	115231363:115236057|115236069:115238071	ENSP00000430075|ENSP00000316520	ENSP00000358551	1	1	12	12	
ENSG00000145912	NHP2	5	-	5	5	177576840:177580492	177576840:177577889|177577995:177580492	ENSP00000274606	ENSP00000366276	1	1	106	106	
ENSG00000109265	KIAA1211	4	+	4	4	57164516:57173701	57164516:57167392|57167414:57173701	ENSP00000444006	ENSP00000264229|ENSP00000423366	1	1	22	22	
ENSG00000167552	TUBA1A	12	-	11	11	49579774:49580394	49580242:49580394|49579774:49580093	ENSP00000301071|ENSP00000439020|ENSP00000446637|ENSP00000450268|ENSP00000448725	ENSP00000449413	1	1	149	149	
ENSG00000164494	PDSS2	6	-	5	5	107515059:107566752	107533487:107566752|107515059:107531643|107531775:107533313	ENSP00000358033	ENSP00000399691	2	2	306	306	
ENSG00000169592	INO80E	16	+	8	8	30012362:30016542	30012852:30016542|30012362:30012786|30012362:30012735	ENSP00000457016|ENSP00000454924	ENSP00000303977	1	1	66	117	
ENSG00000138100	TRIM54	2	+	3	3	27522285:27527827	27522285:27522398|27522524:27527827	ENSP00000296098	ENSP00000369415	1	1	126	126	
ENSG00000137210	TMEM14B	6	+	16	16	10749932:10770310	10751468:10770310|10749932:10751366	ENSP00000418927	ENSP00000419208|ENSP00000417416|ENSP00000417095|ENSP00000419156|ENSP00000419806	1	1	102	102	
ENSG00000137210	TMEM14B	6	+	16	16	10749932:10755375	10749932:10751366|10751468:10755375	ENSP00000419375|ENSP00000368858|ENSP00000418730|ENSP00000420658	ENSP00000418334|ENSP00000368845|ENSP00000420172	1	1	102	102	
ENSG00000137210	TMEM14B	6	+	16	16	10749502:10755375	10749932:10755375|10749502:10749855|10749932:10751366|10751468:10755375	ENSP00000419375|ENSP00000368858|ENSP00000418730|ENSP00000418334|ENSP00000368845|ENSP00000420658|ENSP00000420172	ENSP00000420580	1	2	77	179	
ENSG00000137210	TMEM14B	6	+	16	16	10751468:10770310	10755466:10770310|10751468:10755375	ENSP00000419731	ENSP00000418927	1	1	91	91	
ENSG00000188883	KLRG2	7	-	2	2	139138454:139167632	139164519:139164892|139138961:139164373|139164994:139167632|139138454:139138857	ENSP00000339356	ENSP00000376759	3	3	352	352	
ENSG00000255439	RP11-196G11.1	16	-	3	3	31098220:31105878	31098220:31098858|31104743:31105878|31099021:31099127|31099148:31104633	ENSP00000431371	ENSP00000460316	3	3	294	294	
ENSG00000151491	EPS8	12	-	14	14	15815034:15819374	15818827:15819374|15815034:15818690	ENSP00000441867|ENSP00000281172|ENSP00000442388|ENSP00000443784	ENSP00000445985	1	1	137	137	
ENSG00000151491	EPS8	12	-	14	14	15823858:15835827	15823858:15834160|15834237:15835827	ENSP00000445985|ENSP00000441867|ENSP00000281172|ENSP00000442388|ENSP00000443784|ENSP00000445235|ENSP00000440591|ENSP00000444613|ENSP00000438668|ENSP00000445815	ENSP00000442883	1	1	77	77	
ENSG00000167994	RAB3IL1	11	-	4	4	61665833:61666786	61665833:61666314|61666404:61666786	ENSP00000432745	ENSP00000378313|ENSP00000301773	1	1	90	90	
ENSG00000167994	RAB3IL1	11	-	4	4	61672355:61674865	61672355:61673938|61674157:61674865	ENSP00000378313	ENSP00000301773	1	1	219	219	
ENSG00000106992	AK1	9	-	6	6	130634219:130635305	130634219:130634969|130635133:130635305	ENSP00000362271|ENSP00000362249|ENSP00000223836	ENSP00000392314	1	1	164	164	
ENSG00000124067	SLC12A4	16	-	9	9	67995610:68002342	67997463:68002342|67995610:67997368	ENSP00000343374|ENSP00000318557|ENSP00000458902|ENSP00000458366	ENSP00000395983|ENSP00000461403	1	1	95	95	
ENSG00000124067	SLC12A4	16	-	9	9	67980244:67980840	67980537:67980840|67980244:67980341	ENSP00000395983|ENSP00000318557|ENSP00000461403|ENSP00000438334|ENSP00000458902|ENSP00000458366|ENSP00000445962	ENSP00000343374	1	1	196	196	
ENSG00000124067	SLC12A4	16	-	9	9	67986329:68002342	67991948:67995478|67988677:67991645|67997463:68002342|67995610:67997368|67991700:67991801|67986329:67988546|67995610:68002342	ENSP00000395983|ENSP00000343374|ENSP00000318557|ENSP00000461403|ENSP00000458902|ENSP00000458366	ENSP00000458975	4	5	465	560	
ENSG00000164344	KLKB1	4	+	7	7	187177242:187179175	187178520:187179175|187177242:187178380	ENSP00000426629|ENSP00000264690	ENSP00000424469|ENSP00000397470	1	1	140	140	
